Epoch	loss	mean_absolute_error	mean_squared_error
1	0.12231429666280746	0.2674509584903717	0.1222250908613205
2	0.04721207171678543	0.17124715447425842	0.04720243811607361
3	0.04375490918755531	0.16350886225700378	0.04378005117177963
4	0.042068369686603546	0.1591358333826065	0.04207174479961395
5	0.04191364720463753	0.15863928198814392	0.04192519560456276
6	0.040010929107666016	0.152757465839386	0.04001712054014206
7	0.03962951898574829	0.1525363326072693	0.03963043913245201
8	0.038675956428050995	0.14891155064105988	0.0386747382581234
9	0.0381922647356987	0.14785589277744293	0.03818441182374954
10	0.038136038929224014	0.14842790365219116	0.038142021745443344
11	0.03706125169992447	0.14503376185894012	0.03705107793211937
12	0.03696737438440323	0.14557594060897827	0.03697981312870979
13	0.03679116815328598	0.14430440962314606	0.03680403530597687
14	0.03631267696619034	0.14289432764053345	0.03631056100130081
15	0.035933755338191986	0.14254914224147797	0.03594816476106644
16	0.036284781992435455	0.1432371735572815	0.03626943752169609
17	0.035980138927698135	0.14260220527648926	0.035992443561553955
18	0.03562517091631889	0.14188425242900848	0.035617977380752563
19	0.03539638966321945	0.14075224101543427	0.03539009764790535
20	0.034826867282390594	0.13974691927433014	0.03482206538319588
21	0.03482825681567192	0.13972944021224976	0.0348472036421299
22	0.03445256128907204	0.1383163034915924	0.03447960689663887
23	0.034123633056879044	0.13761194050312042	0.034121591597795486
24	0.03455091640353203	0.13904598355293274	0.03454074263572693
25	0.034457653760910034	0.13889628648757935	0.03446424379944801
26	0.033832795917987823	0.1371707320213318	0.0338156558573246
27	0.03337864205241203	0.13588938117027283	0.03338899090886116
28	0.03316174075007439	0.13671456277370453	0.033151548355817795
29	0.03374963998794556	0.13675981760025024	0.03375367447733879
30	0.03272143378853798	0.13550442457199097	0.032721467316150665
31	0.03264215588569641	0.13505218923091888	0.03265682980418205
32	0.03248978778719902	0.13382183015346527	0.032501641660928726
33	0.03213251754641533	0.1338038444519043	0.032133229076862335
34	0.032347243279218674	0.13414110243320465	0.03235111013054848
35	0.03149687498807907	0.13127687573432922	0.03148370608687401
36	0.031920094043016434	0.13279500603675842	0.031912583857774734
37	0.03156370297074318	0.13236485421657562	0.03156261146068573
38	0.03179692104458809	0.1322828084230423	0.03179709240794182
39	0.03120638243854046	0.1315876692533493	0.03121768869459629
40	0.031523630023002625	0.13228143751621246	0.031513143330812454
