Epoch	loss	mean_squared_error	mean_absolute_error
37	0.03172421455383301	0.03172485530376434	0.13215459883213043
38	0.031748902052640915	0.031730491667985916	0.13331906497478485
39	0.03129082918167114	0.0312863364815712	0.1313384473323822
40	0.03092418611049652	0.03091471642255783	0.1304202675819397
41	0.031678456813097	0.031669750809669495	0.13249127566814423
42	0.03080928325653076	0.030790705233812332	0.1306355893611908
43	0.030591346323490143	0.030594050884246826	0.12964525818824768
44	0.03048982471227646	0.03049306944012642	0.13061264157295227
45	0.03113584592938423	0.031145527958869934	0.132081538438797
46	0.03001529909670353	0.030042605474591255	0.12892869114875793
47	0.03076767362654209	0.03077901527285576	0.13144221901893616
48	0.030504832044243813	0.030517462641000748	0.13029104471206665
49	0.029869241639971733	0.029864519834518433	0.12904176115989685
50	0.029466163367033005	0.029467204585671425	0.12806561589241028
51	0.029304994270205498	0.0293127354234457	0.12768518924713135
52	0.0297059528529644	0.029716497287154198	0.12857860326766968
53	0.029135791584849358	0.029139934107661247	0.12697859108448029
54	0.029018856585025787	0.029027877375483513	0.12724846601486206
55	0.028689945116639137	0.028684424236416817	0.12584058940410614
56	0.02902371622622013	0.029018407687544823	0.12737496197223663
57	0.02861158177256584	0.02859308384358883	0.12591318786144257
58	0.028664937242865562	0.02865992859005928	0.12620532512664795
59	0.02897479757666588	0.028983335942029953	0.12662719190120697
60	0.028390182182192802	0.028410371392965317	0.12600646913051605
61	0.028350170701742172	0.02835594303905964	0.1255098283290863
62	0.0283652450889349	0.028363171964883804	0.12591741979122162
63	0.0283050574362278	0.02831942029297352	0.12560729682445526
64	0.028115136548876762	0.02809695154428482	0.12486735731363297
65	0.027403555810451508	0.02739650197327137	0.12381632626056671
66	0.02803717739880085	0.02803623117506504	0.12569910287857056
67	0.027493705973029137	0.027498597279191017	0.12322354316711426
68	0.02765795588493347	0.027653688564896584	0.1240844652056694
69	0.02715163864195347	0.02716246247291565	0.12306557595729828
70	0.027225816622376442	0.027216708287596703	0.12280778586864471
71	0.02694288268685341	0.0269402414560318	0.12221057713031769
72	0.026720372959971428	0.026715213432908058	0.12216873466968536
73	0.026724448427557945	0.026730313897132874	0.12182006984949112
74	0.026446811854839325	0.02645222842693329	0.12128017842769623
75	0.026443738490343094	0.026439746841788292	0.12122225016355515
76	0.026537908241152763	0.026535939425230026	0.12109530717134476
77	0.025721581652760506	0.02570742554962635	0.11965007334947586
78	0.026050468906760216	0.026052238419651985	0.12015671283006668
79	0.026142382994294167	0.026143737137317657	0.12063749879598618
80	0.02519402652978897	0.025195786729454994	0.11821725964546204
81	0.026001257821917534	0.025997662916779518	0.11992796510457993
82	0.025979729369282722	0.025972452014684677	0.12001516669988632
83	0.025744358077645302	0.02574959583580494	0.11960979551076889
84	0.0253716129809618	0.025372883304953575	0.1188158467411995
85	0.025144021958112717	0.02514079585671425	0.11843106150627136
86	0.02499821037054062	0.02499847300350666	0.11834076046943665
87	0.0248733963817358	0.024868210777640343	0.11649221181869507
88	0.024653678759932518	0.024647848680615425	0.11740241944789886
89	0.02422766014933586	0.024221792817115784	0.11569961905479431
90	0.024616163223981857	0.02461649291217327	0.11635595560073853
91	0.024352094158530235	0.024350358173251152	0.11636771261692047
92	0.02414306439459324	0.024153271690011024	0.11616694927215576
93	0.024244137108325958	0.02424282766878605	0.1156514585018158
94	0.0240749754011631	0.02409226819872856	0.11582161486148834
95	0.02355174720287323	0.02354639396071434	0.11377795040607452
96	0.02388879284262657	0.023883186280727386	0.1148446574807167
97	0.023533904924988747	0.02352127805352211	0.114430271089077
98	0.023564156144857407	0.023554859682917595	0.11413810402154922
99	0.023595299571752548	0.023606689646840096	0.11447154730558395
100	0.02345087379217148	0.02343868277966976	0.11368168145418167
