Epoch	loss	mean_squared_error	mean_absolute_error
1	0.13487538695335388	0.13478080928325653	0.2809617519378662
2	0.047623325139284134	0.047627415508031845	0.17194516956806183
3	0.04494275152683258	0.04492094740271568	0.1660309135913849
4	0.04329250380396843	0.04328230768442154	0.1625537872314453
5	0.041922762989997864	0.04190491512417793	0.15872003138065338
6	0.041047677397727966	0.04104982689023018	0.15616975724697113
7	0.04023018479347229	0.04023265466094017	0.15377631783485413
8	0.03881591558456421	0.03882338106632233	0.15020544826984406
9	0.03822917863726616	0.03821457922458649	0.14843565225601196
10	0.037875328212976456	0.03786081448197365	0.14730820059776306
11	0.037590887397527695	0.03758462518453598	0.14727136492729187
12	0.0374453067779541	0.03745778650045395	0.14589117467403412
13	0.03668944165110588	0.03669251501560211	0.14436957240104675
14	0.036804962903261185	0.03684191778302193	0.14470745623111725
15	0.03712673857808113	0.037156715989112854	0.14559713006019592
16	0.03629113733768463	0.036271028220653534	0.14382611215114594
17	0.03631903976202011	0.036316707730293274	0.14284470677375793
18	0.035345740616321564	0.03534204885363579	0.14132530987262726
19	0.03612625226378441	0.036130815744400024	0.14263956248760223
20	0.03530292585492134	0.03530824929475784	0.1407308727502823
21	0.034670040011405945	0.03466227650642395	0.139883890748024
22	0.03515409678220749	0.03513789921998978	0.1406966894865036
23	0.0346449539065361	0.03462888300418854	0.13992632925510406
24	0.034555669873952866	0.034547969698905945	0.13962630927562714
25	0.03384286165237427	0.03385310620069504	0.13711917400360107
26	0.03425976261496544	0.03424634411931038	0.1383098065853119
27	0.033622000366449356	0.033597681671381	0.13727180659770966
28	0.03331667184829712	0.033357907086610794	0.1360076516866684
29	0.033557742834091187	0.033558718860149384	0.1374368816614151
30	0.03288146108388901	0.032860469073057175	0.13484027981758118
31	0.03313177078962326	0.033141832798719406	0.135900616645813
32	0.03325848653912544	0.033243902027606964	0.1367076188325882
33	0.0327528640627861	0.032759953290224075	0.13486772775650024
34	0.03205893933773041	0.03205525875091553	0.13337442278862
35	0.03162597864866257	0.031621526926755905	0.1327141374349594
36	0.032126348465681076	0.03212469071149826	0.13338686525821686
