Epoch	loss	mean_absolute_error	mean_squared_error
1	0.35346245765686035	0.40369167923927307	0.35326042771339417
2	0.1472758799791336	0.25665605068206787	0.14731325209140778
3	0.11845240741968155	0.22359374165534973	0.11841454356908798
4	0.10440416634082794	0.20381402969360352	0.1043805330991745
5	0.09910213202238083	0.19733503460884094	0.09909939020872116
6	0.09793402254581451	0.19542783498764038	0.09796056896448135
7	0.0957193449139595	0.19225196540355682	0.09570425748825073
8	0.09600215405225754	0.1920841783285141	0.09597776085138321
9	0.09415355324745178	0.18970943987369537	0.09415505081415176
10	0.09318434447050095	0.1886269748210907	0.0932326689362526
11	0.09370233863592148	0.189156636595726	0.0937696248292923
12	0.09264054149389267	0.18793730437755585	0.09264841675758362
13	0.09216687828302383	0.18643847107887268	0.09214494377374649
14	0.09150852262973785	0.18588988482952118	0.09149257093667984
15	0.09106148034334183	0.18545083701610565	0.09109378606081009
16	0.09074760973453522	0.18555521965026855	0.09072460979223251
17	0.0903305932879448	0.18433919548988342	0.09032268822193146
18	0.09032991528511047	0.18505339324474335	0.09035646170377731
19	0.09039023518562317	0.1844743937253952	0.09037766605615616
20	0.09037912636995316	0.18450817465782166	0.09042727947235107
21	0.08935898542404175	0.18309418857097626	0.08937028050422668
22	0.08882645517587662	0.1824834942817688	0.08879201859235764
23	0.08852008730173111	0.18226508796215057	0.08853279054164886
24	0.08842381089925766	0.18221965432167053	0.08841026574373245
25	0.0879407674074173	0.18158045411109924	0.08796437829732895
26	0.08933387696743011	0.18332570791244507	0.0893046110868454
27	0.08696448057889938	0.1799798160791397	0.08702612668275833
28	0.08718091249465942	0.1805189698934555	0.08719149231910706
29	0.08647290617227554	0.17972858250141144	0.08647902309894562
30	0.08707486093044281	0.1796218454837799	0.08704696595668793
31	0.08638861030340195	0.17898139357566833	0.08637509495019913
32	0.08587713539600372	0.17866042256355286	0.08590427786111832
33	0.08564677834510803	0.1785237044095993	0.08563997596502304
34	0.08548114448785782	0.17786504328250885	0.08546016365289688
35	0.08507274836301804	0.17761921882629395	0.08508381992578506
36	0.08495008945465088	0.17751578986644745	0.08492545783519745
37	0.08414459973573685	0.17583341896533966	0.08419635146856308
38	0.08453439176082611	0.17699365317821503	0.08454128354787827
39	0.08388837426900864	0.17663465440273285	0.0838698223233223
