Epoch	loss	mean_squared_error	mean_absolute_error
1	0.36057886481285095	0.36057886481285095	0.5248078107833862
2	0.12680524587631226	0.12680524587631226	0.29150113463401794
3	0.06670310348272324	0.06670310348272324	0.21194413304328918
4	0.06128612160682678	0.06128612160682678	0.20166674256324768
5	0.058946643024683	0.058946643024683	0.1964452862739563
6	0.05711718648672104	0.05711718648672104	0.19263242185115814
7	0.055604517459869385	0.055604517459869385	0.18975739181041718
8	0.05438297241926193	0.05438297241926193	0.187250018119812
9	0.0532267764210701	0.0532267764210701	0.18482723832130432
10	0.052405424416065216	0.052405424416065216	0.1831395924091339
11	0.05159090459346771	0.05159090459346771	0.18152421712875366
12	0.05098884180188179	0.05098884180188179	0.18021000921726227
13	0.05079152062535286	0.05079152062535286	0.1796240508556366
14	0.050100479274988174	0.050100479274988174	0.1782418042421341
15	0.049767956137657166	0.049767956137657166	0.1772034913301468
16	0.04952069744467735	0.04952069744467735	0.17655250430107117
17	0.04919656366109848	0.04919656366109848	0.1759648472070694
18	0.04892513155937195	0.04892513155937195	0.1751808375120163
19	0.04869211092591286	0.04869211092591286	0.17481698095798492
20	0.048442162573337555	0.048442162573337555	0.17389021813869476
21	0.048330772668123245	0.048330772668123245	0.1732480823993683
22	0.0480964258313179	0.0480964258313179	0.17310619354248047
23	0.04787466302514076	0.04787466302514076	0.17263346910476685
24	0.04773973673582077	0.04773973673582077	0.17197030782699585
25	0.04753069207072258	0.04753069207072258	0.1716092973947525
26	0.047371670603752136	0.047371670603752136	0.17112165689468384
27	0.04720493406057358	0.04720493406057358	0.17074216902256012
28	0.04706600308418274	0.04706600308418274	0.1700993925333023
29	0.04685525223612785	0.04685525223612785	0.16998550295829773
30	0.0466739684343338	0.0466739684343338	0.1692466139793396
31	0.04652731493115425	0.04652731493115425	0.16897930204868317
32	0.046375732868909836	0.046375732868909836	0.16872097551822662
33	0.04628153145313263	0.04628153145313263	0.16836318373680115
34	0.0460689403116703	0.0460689403116703	0.16758936643600464
35	0.045895058661699295	0.045895058661699295	0.16778235137462616
36	0.045732516795396805	0.045732516795396805	0.16698820888996124
37	0.045562636107206345	0.045562636107206345	0.16681334376335144
38	0.04544342681765556	0.04544342681765556	0.16619248688220978
39	0.04543064907193184	0.04543064907193184	0.16594457626342773
40	0.045211561024188995	0.045211561024188995	0.1655946671962738
41	0.04506171494722366	0.04506171494722366	0.16506655514240265
42	0.04499397426843643	0.04499397426843643	0.16541104018688202
43	0.04484616219997406	0.04484616219997406	0.1647687405347824
44	0.04473743960261345	0.04473743960261345	0.16406461596488953
45	0.04455141723155975	0.04455141723155975	0.16399206221103668
46	0.044501908123493195	0.044501908123493195	0.163807675242424
47	0.04430435597896576	0.04430435597896576	0.16340303421020508
48	0.04419663920998573	0.04419663920998573	0.1631450355052948
49	0.04409033805131912	0.04409033805131912	0.16280825436115265
50	0.04396209493279457	0.04396209493279457	0.16250838339328766
51	0.0439310222864151	0.0439310222864151	0.1624370962381363
52	0.04376200586557388	0.04376200586557388	0.16172799468040466
53	0.04363425448536873	0.04363425448536873	0.16187618672847748
54	0.04352043196558952	0.04352043196558952	0.16131585836410522
55	0.043473128229379654	0.043473128229379654	0.16134461760520935
56	0.043388377875089645	0.043388377875089645	0.16108329594135284
57	0.043352432548999786	0.043352432548999786	0.16106468439102173
58	0.043247587978839874	0.043247587978839874	0.16046416759490967
59	0.04313262179493904	0.04313262179493904	0.16055938601493835
60	0.04304524511098862	0.04304524511098862	0.1601342260837555
61	0.04297875240445137	0.04297875240445137	0.1597810834646225
62	0.043074704706668854	0.043074704706668854	0.16037702560424805
63	0.042718555778265	0.042718555778265	0.15948571264743805
64	0.04277347773313522	0.04277347773313522	0.1592884361743927
65	0.042696330696344376	0.042696330696344376	0.15943114459514618
66	0.04278237372636795	0.04278237372636795	0.1592158079147339
67	0.04250567778944969	0.04250567778944969	0.15886805951595306
68	0.04280849173665047	0.04280849173665047	0.1596611887216568
69	0.04253165423870087	0.04253165423870087	0.15869688987731934
70	0.04227368161082268	0.04227368161082268	0.15853017568588257
71	0.04253194481134415	0.04253194481134415	0.15895825624465942
72	0.04222549498081207	0.04222549498081207	0.1579846739768982
73	0.042058251798152924	0.042058251798152924	0.15773217380046844
74	0.042054105550050735	0.042054105550050735	0.1579272300004959
75	0.04226868227124214	0.04226868227124214	0.15837781131267548
76	0.04199202358722687	0.04199202358722687	0.15748929977416992
77	0.04200071096420288	0.04200071096420288	0.1577172875404358
78	0.04199961945414543	0.04199961945414543	0.1576111912727356
79	0.041918180882930756	0.041918180882930756	0.15742190182209015
80	0.04171736165881157	0.04171736165881157	0.15708070993423462
81	0.0418391078710556	0.0418391078710556	0.15704023838043213
82	0.04174976050853729	0.04174976050853729	0.15709874033927917
83	0.04152693971991539	0.04152693971991539	0.15664762258529663
84	0.04162349924445152	0.04162349924445152	0.15703172981739044
85	0.041527777910232544	0.041527777910232544	0.15657129883766174
86	0.04149575158953667	0.04149575158953667	0.156541645526886
87	0.04135674610733986	0.04135674610733986	0.15623360872268677
88	0.041328005492687225	0.041328005492687225	0.15616346895694733
89	0.04131515324115753	0.04131515324115753	0.15598100423812866
90	0.04115377366542816	0.04115377366542816	0.15557755529880524
91	0.04136804863810539	0.04136804863810539	0.15634407103061676
92	0.04120507836341858	0.04120507836341858	0.15564651787281036
93	0.04120548814535141	0.04120548814535141	0.15583080053329468
94	0.0409957617521286	0.0409957617521286	0.15547633171081543
95	0.041113924235105515	0.041113924235105515	0.15579916536808014
96	0.040977593511343	0.040977593511343	0.1550656408071518
97	0.04091149941086769	0.04091149941086769	0.15550173819065094
98	0.040804870426654816	0.040804870426654816	0.15492159128189087
99	0.0407579243183136	0.0407579243183136	0.15492263436317444
100	0.04078088328242302	0.04078088328242302	0.15476852655410767
