Epoch	loss	mean_absolute_error	mean_squared_error
1	0.08612341433763504	0.22157566249370575	0.08607291430234909
2	0.045391954481601715	0.16698361933231354	0.045382384210824966
3	0.0423317514359951	0.15937834978103638	0.04232035577297211
4	0.04087630659341812	0.15573696792125702	0.04089552164077759
5	0.03983760252594948	0.1517125368118286	0.039827000349760056
6	0.039101239293813705	0.15070737898349762	0.039172958582639694
7	0.038425263017416	0.14917075634002686	0.038418252021074295
8	0.038153275847435	0.14851611852645874	0.03814765065908432
9	0.0376877523958683	0.14742878079414368	0.03767797723412514
10	0.03664792329072952	0.14415796101093292	0.03662602975964546
11	0.0368342287838459	0.14466044306755066	0.03682176023721695
12	0.03631312772631645	0.14297689497470856	0.03632061555981636
13	0.03636839985847473	0.1433088183403015	0.036389585584402084
14	0.035913705825805664	0.14317499101161957	0.03590156137943268
15	0.03524013236165047	0.14058570563793182	0.0352264903485775
16	0.0352424718439579	0.14052808284759521	0.03528254106640816
17	0.035012345761060715	0.14030377566814423	0.0350809209048748
18	0.03492240607738495	0.1403377503156662	0.034936245530843735
19	0.0345308817923069	0.13895899057388306	0.034506555646657944
20	0.03399474173784256	0.1369798481464386	0.033991746604442596
21	0.03335680067539215	0.13656364381313324	0.03335115313529968
22	0.03425717353820801	0.13844557106494904	0.034257672727108
23	0.033693358302116394	0.13686712086200714	0.033699315041303635
24	0.033037520945072174	0.1360040307044983	0.03308607637882233
25	0.0327007882297039	0.13483469188213348	0.03268491476774216
26	0.03258192166686058	0.1346149742603302	0.03257254883646965
27	0.032243259251117706	0.13402460515499115	0.03223613649606705
28	0.031900838017463684	0.13306164741516113	0.031891439110040665
29	0.03175335004925728	0.1321643888950348	0.031738247722387314
30	0.031437378376722336	0.13153667747974396	0.03145714849233627
31	0.03183777630329132	0.13307923078536987	0.03182695806026459
32	0.031573664397001266	0.13272598385810852	0.031569983810186386
33	0.030906258150935173	0.13050062954425812	0.0308961421251297
34	0.030801361426711082	0.1306721419095993	0.03080279566347599
35	0.030543489381670952	0.12993691861629486	0.03052777796983719
36	0.030093561857938766	0.12916560471057892	0.03011166863143444
