Epoch	loss	mean_absolute_error	mean_squared_error
1	0.30566591024398804	0.36863648891448975	0.3055086135864258
2	0.1262521594762802	0.23204423487186432	0.12625646591186523
3	0.10478318482637405	0.2064100056886673	0.10477365553379059
4	0.10001567006111145	0.19841887056827545	0.10004120320081711
5	0.09690185636281967	0.1934259682893753	0.09691186249256134
6	0.0953601747751236	0.19069857895374298	0.09540071338415146
7	0.09450841695070267	0.19048939645290375	0.09451504051685333
8	0.09368717670440674	0.1885746866464615	0.09364887326955795
9	0.09298700094223022	0.18761992454528809	0.09300471097230911
10	0.0919598937034607	0.18648481369018555	0.09193594753742218
11	0.09284944832324982	0.1876387596130371	0.09284116327762604
12	0.09110794961452484	0.18502110242843628	0.09106338769197464
13	0.09147972613573074	0.18617714941501617	0.09145210683345795
14	0.09042707830667496	0.18508948385715485	0.09045495092868805
15	0.09062527120113373	0.18497394025325775	0.09065578132867813
16	0.0903705507516861	0.18442438542842865	0.09039409458637238
17	0.08842625468969345	0.18199138343334198	0.08840832114219666
18	0.08779952675104141	0.18118423223495483	0.08777892589569092
19	0.08783377707004547	0.181423157453537	0.08787062764167786
20	0.08788014203310013	0.1809779405593872	0.08785808831453323
21	0.08683288097381592	0.1798495054244995	0.08685494214296341
22	0.0871075987815857	0.18003001809120178	0.0871334820985794
23	0.08628352731466293	0.179497629404068	0.08627361804246902
24	0.08505112677812576	0.1773747056722641	0.08501552790403366
25	0.0867033451795578	0.17995966970920563	0.08672242611646652
26	0.08559805899858475	0.17884021997451782	0.08560551702976227
27	0.08497799932956696	0.17737053334712982	0.08498932421207428
28	0.08458195626735687	0.17696313560009003	0.08464989811182022
29	0.08398989588022232	0.1758672297000885	0.08396562188863754
30	0.08334297686815262	0.17508800327777863	0.08334067463874817
31	0.08340282738208771	0.17536205053329468	0.0833681970834732
32	0.08259619772434235	0.17429257929325104	0.08260165899991989
33	0.0831160843372345	0.17529064416885376	0.08314330875873566
34	0.08314133435487747	0.1750921607017517	0.08316691964864731
35	0.08365529775619507	0.17570923268795013	0.08367232978343964
