Epoch	loss	mean_absolute_error	mean_squared_error
1	0.10812295228242874	0.24951674044132233	0.10807549953460693
2	0.04643493518233299	0.16894027590751648	0.04642052948474884
3	0.04422619566321373	0.1639394313097	0.04420817270874977
4	0.042515624314546585	0.1599423885345459	0.04251571744680405
5	0.04095601290464401	0.1555785983800888	0.040981732308864594
6	0.04005177319049835	0.1536908894777298	0.04006756842136383
7	0.0393524207174778	0.1513681262731552	0.03934990614652634
8	0.038816846907138824	0.1497410535812378	0.038851045072078705
9	0.03807506337761879	0.14774928987026215	0.03810979053378105
10	0.037874799221754074	0.14651212096214294	0.03786651790142059
11	0.037258751690387726	0.1459886133670807	0.03722522035241127
12	0.03742979094386101	0.14611521363258362	0.037403859198093414
13	0.03682064637541771	0.14406536519527435	0.03687022998929024
14	0.03646548092365265	0.143218994140625	0.03651970997452736
15	0.03626498579978943	0.14237405359745026	0.0362388975918293
16	0.03637823089957237	0.14379452168941498	0.0363822802901268
17	0.0363486111164093	0.14349468052387238	0.03637189418077469
18	0.035910025238990784	0.1421724259853363	0.035885583609342575
19	0.03554569557309151	0.14138132333755493	0.035554055124521255
20	0.036115653812885284	0.1427026391029358	0.03611426055431366
21	0.03489433228969574	0.13985860347747803	0.03490335866808891
22	0.035284265875816345	0.14080457389354706	0.03531796857714653
23	0.03507276251912117	0.14023606479167938	0.03505821153521538
24	0.03491135314106941	0.1400667428970337	0.03489955514669418
25	0.034421656280756	0.1390923410654068	0.03441714122891426
26	0.03451147302985191	0.1396704614162445	0.034495897591114044
27	0.03435574471950531	0.13869453966617584	0.03435913845896721
28	0.03413994610309601	0.13826844096183777	0.03414487466216087
29	0.03348715603351593	0.13639280200004578	0.0334819033741951
30	0.03368697687983513	0.13719390332698822	0.03367873281240463
31	0.03326774761080742	0.13654126226902008	0.033266883343458176
32	0.0332617312669754	0.13641086220741272	0.03324948623776436
33	0.03303904086351395	0.13567760586738586	0.033017516136169434
34	0.032729849219322205	0.1352139264345169	0.03271275386214256
35	0.03272886946797371	0.1352308988571167	0.032729022204875946
36	0.03283180668950081	0.13559846580028534	0.032850708812475204
37	0.03234172239899635	0.13401572406291962	0.03234594687819481
38	0.03245079889893532	0.13445599377155304	0.03244267404079437
39	0.032289113849401474	0.1337869018316269	0.03229749947786331
40	0.0321606770157814	0.13331493735313416	0.032158296555280685
41	0.03204003721475601	0.134341299533844	0.0320553220808506
42	0.03208685293793678	0.13461297750473022	0.032075051218271255
43	0.032052624970674515	0.13366319239139557	0.0320572704076767
44	0.031560931354761124	0.13246668875217438	0.03156549483537674
45	0.03148219361901283	0.1317998319864273	0.0314616896212101
46	0.03111884742975235	0.13173721730709076	0.03114304319024086
47	0.031272631138563156	0.1315263956785202	0.031266894191503525
48	0.031139681115746498	0.13134066760540009	0.031128041446208954
49	0.0309014692902565	0.13120518624782562	0.03093806281685829
50	0.030949268490076065	0.13141174614429474	0.03093784675002098
51	0.03090275451540947	0.13095486164093018	0.03090853802859783
52	0.03071645274758339	0.13062797486782074	0.0307388287037611
53	0.030643858015537262	0.13088494539260864	0.03064480796456337
54	0.030804451555013657	0.1305314302444458	0.030794411897659302
55	0.03053206577897072	0.1307171732187271	0.03053976595401764
56	0.030700914561748505	0.13085713982582092	0.030699841678142548
57	0.03011084347963333	0.12913952767848969	0.030135303735733032
58	0.02996824122965336	0.12933190166950226	0.029966730624437332
59	0.030072715133428574	0.12931133806705475	0.03010990470647812
60	0.02977490797638893	0.12915314733982086	0.029777327552437782
61	0.029669158160686493	0.12803973257541656	0.02965385466814041
62	0.029461361467838287	0.1275445520877838	0.029441941529512405
63	0.029470186680555344	0.12762360274791718	0.029475495219230652
64	0.029576659202575684	0.12872207164764404	0.029603468254208565
65	0.028867419809103012	0.12634466588497162	0.028850559145212173
66	0.028960280120372772	0.1266992837190628	0.028963515534996986
67	0.028910072520375252	0.12707269191741943	0.02890612930059433
68	0.028996756300330162	0.12710143625736237	0.028981808573007584
69	0.028468139469623566	0.1255268007516861	0.02845189906656742
70	0.02854042872786522	0.1259337067604065	0.02857580967247486
71	0.028906680643558502	0.12726329267024994	0.028896372765302658
72	0.028558064252138138	0.1257111132144928	0.028546404093503952
73	0.028666716068983078	0.12630072236061096	0.028666581958532333
74	0.028591036796569824	0.1263497769832611	0.028596268966794014
75	0.02821553684771061	0.1252046525478363	0.02819872461259365
76	0.02795286662876606	0.12454729527235031	0.027949081733822823
77	0.028691284358501434	0.126722514629364	0.028673067688941956
78	0.028085220605134964	0.12550340592861176	0.02808218076825142
79	0.027591843158006668	0.12337817996740341	0.027587465941905975
80	0.027608729898929596	0.12337914854288101	0.027612099424004555
81	0.02744590863585472	0.1229630634188652	0.02743680216372013
82	0.027322055771946907	0.12317726016044617	0.027340831235051155
83	0.02731139399111271	0.12304169684648514	0.027291571721434593
84	0.026710044592618942	0.12123674899339676	0.026714390143752098
85	0.027256662026047707	0.12281418591737747	0.027251221239566803
86	0.027078945189714432	0.12212969362735748	0.027068549767136574
87	0.027016013860702515	0.12270423024892807	0.027025438845157623
88	0.02673586644232273	0.1209702268242836	0.02674022875726223
89	0.02693391777575016	0.12226192653179169	0.02692575752735138
90	0.026696480810642242	0.12134136259555817	0.026698961853981018
91	0.02655685879290104	0.12122077494859695	0.02656918577849865
92	0.025951655581593513	0.11985673755407333	0.02595890499651432
93	0.02629886381328106	0.12076883763074875	0.02631695196032524
94	0.025952378287911415	0.11969214677810669	0.025943592190742493
95	0.026003681123256683	0.120071180164814	0.0260065495967865
96	0.025695569813251495	0.11891011893749237	0.025672435760498047
97	0.025460315868258476	0.11866717040538788	0.025461697950959206
98	0.025518348440527916	0.11878608167171478	0.02550359256565571
99	0.0256707351654768	0.11973212659358978	0.025671865791082382
100	0.02568022347986698	0.11884931474924088	0.025659816339612007
