Epoch	loss	mean_squared_error	mean_absolute_error
53	0.03301000967621803	0.03299837186932564	0.1373910754919052
54	0.03322124481201172	0.03330914303660393	0.13822342455387115
55	0.03301534801721573	0.03304101154208183	0.1374148279428482
56	0.03349899500608444	0.03348352387547493	0.13866092264652252
57	0.03245037794113159	0.03245756775140762	0.13612100481987
58	0.03237755224108696	0.032362665981054306	0.1358480304479599
59	0.03177829086780548	0.031768254935741425	0.1344166100025177
60	0.03209822252392769	0.032102782279253006	0.13514186441898346
61	0.032123006880283356	0.03219769150018692	0.13567744195461273
62	0.031268782913684845	0.0312810018658638	0.13348837196826935
63	0.03152506425976753	0.03149780258536339	0.1343563348054886
64	0.03159001097083092	0.0316140241920948	0.1345122754573822
65	0.03171027451753616	0.031704820692539215	0.13433218002319336
66	0.031454093754291534	0.0314326137304306	0.13384497165679932
67	0.031233923509716988	0.03125534951686859	0.13296927511692047
68	0.03113534115254879	0.031124548986554146	0.1331392526626587
69	0.03044554777443409	0.030485372990369797	0.13216359913349152
70	0.030579207465052605	0.030618492513895035	0.1321711242198944
71	0.030200373381376266	0.03021538443863392	0.13045817613601685
72	0.029777497053146362	0.029804646968841553	0.1304313838481903
73	0.029890989884734154	0.02989000268280506	0.1302342414855957
74	0.029820550233125687	0.029840007424354553	0.13061976432800293
75	0.02982407994568348	0.02984674647450447	0.13026189804077148
76	0.029325397685170174	0.0293100755661726	0.12989751994609833
77	0.02960866317152977	0.029646417126059532	0.13010644912719727
78	0.029373224824666977	0.029368117451667786	0.12924198806285858
79	0.02908526547253132	0.029071137309074402	0.12818710505962372
80	0.028428589925169945	0.0284091979265213	0.12683096528053284
81	0.028825903311371803	0.028826717287302017	0.12788882851600647
82	0.028986534103751183	0.028982385993003845	0.12842144072055817
83	0.02874847687780857	0.028715845197439194	0.12760333716869354
84	0.02835964597761631	0.02834530547261238	0.1272624284029007
85	0.027902929112315178	0.027994483709335327	0.125748410820961
86	0.028363464400172234	0.028365755453705788	0.1269584447145462
87	0.02772405743598938	0.027727412059903145	0.12513774633407593
88	0.027453670278191566	0.027454974129796028	0.12424319237470627
89	0.027488861232995987	0.0274661835283041	0.12470879405736923
90	0.027080543339252472	0.02709357626736164	0.12400441616773605
91	0.02741052210330963	0.027415001764893532	0.12464147806167603
92	0.027225691825151443	0.027189038693904877	0.12388148158788681
93	0.027726074680685997	0.027702856808900833	0.1257750540971756
94	0.02685477025806904	0.026864120736718178	0.12316463887691498
95	0.02737243101000786	0.027371756732463837	0.12484817206859589
96	0.026624809950590134	0.02664630301296711	0.12279564142227173
97	0.026738645508885384	0.026749026030302048	0.12324634939432144
98	0.02655998058617115	0.02655341476202011	0.12271793186664581
99	0.025856446474790573	0.02584795653820038	0.12059959769248962
100	0.02627149038016796	0.02627241425216198	0.12243901938199997
