Epoch	loss	mean_absolute_error	mean_squared_error
1	0.23090320825576782	0.3160209655761719	0.23073935508728027
2	0.11299079656600952	0.21591050922870636	0.11300437152385712
3	0.1019037663936615	0.2007075697183609	0.10188216716051102
4	0.09790915250778198	0.19521713256835938	0.09788898378610611
5	0.09716953337192535	0.19471946358680725	0.097140371799469
6	0.09547106176614761	0.19186726212501526	0.09554177522659302
7	0.09374437481164932	0.1896800994873047	0.09382708370685577
8	0.09314929693937302	0.18833410739898682	0.09314966946840286
9	0.09394050389528275	0.18956096470355988	0.09389407932758331
10	0.09209491312503815	0.18736045062541962	0.09208327531814575
11	0.09200813621282578	0.18736018240451813	0.09197909384965897
12	0.09165716171264648	0.18608097732067108	0.09167014807462692
13	0.09071921557188034	0.1848062425851822	0.09068634361028671
14	0.09076780080795288	0.18546739220619202	0.09081952273845673
15	0.08966205269098282	0.18401357531547546	0.08974741399288177
16	0.08857744187116623	0.18216238915920258	0.08857432752847672
17	0.08874917030334473	0.18308453261852264	0.08875501155853271
18	0.08877041935920715	0.18300379812717438	0.08877979964017868
19	0.08762288838624954	0.1813623011112213	0.08764272928237915
20	0.08645305037498474	0.1796979010105133	0.08655159175395966
21	0.08666399121284485	0.17971110343933105	0.0866493508219719
22	0.08637795597314835	0.1794070601463318	0.08635294437408447
23	0.08543235063552856	0.17905661463737488	0.08538852632045746
24	0.08535296469926834	0.17787280678749084	0.08531732857227325
25	0.08379489183425903	0.17658686637878418	0.08377546817064285
26	0.08386808633804321	0.17592580616474152	0.08382098376750946
27	0.08344945311546326	0.17515337467193604	0.0834612175822258
28	0.08295871317386627	0.17571157217025757	0.08292242884635925
29	0.08308497071266174	0.17522893846035004	0.08311459422111511
30	0.08231934905052185	0.1739313155412674	0.0823187604546547
31	0.08179149031639099	0.17388185858726501	0.08185870200395584
32	0.08104709535837173	0.17287172377109528	0.08105982840061188
33	0.08103179931640625	0.17330920696258545	0.08105263859033585
34	0.08085908740758896	0.17263813316822052	0.08083774894475937
35	0.08116824179887772	0.17375141382217407	0.0812220424413681
36	0.08028151839971542	0.17217415571212769	0.08025765419006348
37	0.07934941351413727	0.17142519354820251	0.07936330884695053
38	0.07969736307859421	0.17162096500396729	0.07966877520084381
39	0.0784640833735466	0.16941013932228088	0.07847168296575546
