name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,lat,lng
MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,7,9,OPEN,2024-04-30 13:47:03,46.56294,15.644185
MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,7,9,OPEN,2024-04-30 14:07:14,46.56294,15.644185
MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,8,8,OPEN,2024-05-02 08:44:21,46.56294,15.644185
MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,7,9,OPEN,2024-05-02 10:01:27,46.56294,15.644185
MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,9,7,OPEN,2024-05-02 10:35:25,46.56294,15.644185
MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,10,6,OPEN,2024-05-02 12:06:20,46.56294,15.644185
MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,10,6,OPEN,2024-05-02 12:16:25,46.56294,15.644185
MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,False,False,16,10,6,OPEN,2024-05-02 13:20:14,46.56294,15.644185
