name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,lat,lng
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,17,5,OPEN,2024-04-30 13:47:55,46.561422,15.637118
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,17,5,OPEN,2024-04-30 14:07:30,46.561422,15.637118
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,22,0,OPEN,2024-05-02 08:44:22,46.561422,15.637118
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,21,1,OPEN,2024-05-02 09:56:16,46.561422,15.637118
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,22,0,OPEN,2024-05-02 10:35:19,46.561422,15.637118
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,22,0,OPEN,2024-05-02 12:06:04,46.561422,15.637118
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,22,0,OPEN,2024-05-02 12:16:09,46.561422,15.637118
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,20,2,OPEN,2024-05-02 13:16:44,46.561422,15.637118
GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,False,False,22,13,9,OPEN,2024-05-03 08:45:21,46.561422,15.637118
