name,address,banking,bonus,bike_stands,available_bike_stands,available_bikes,status,last_update,lat,lng
POŠTA - SLOMŠKOV TRG,Slomškov trg 10,False,False,20,8,12,OPEN,2024-04-30 13:48:39,46.558924,15.644443
POŠTA - SLOMŠKOV TRG,Slomškov trg 10,False,False,20,9,11,OPEN,2024-04-30 14:03:50,46.558924,15.644443
